timestamp,estimated_lat,estimated_lon,estimated_heading,position_uncertainty,gnss_available,raw_dr_lat,raw_dr_lon
2020-01-08 10:15:46.700,52.55469500385986,-1.4630640120905638,251.38885315611873,4.418942490195801,True,52.5546950063702,-1.463064
2020-01-08 10:15:46.800,52.55469499292924,-1.4630640280475633,225.20427105184547,3.749227535324709,True,52.55469502459394,-1.46306400004998
2020-01-08 10:15:46.900,52.554694977831474,-1.4630640372320711,213.09905709876088,3.3192866996531616,True,52.55469504656481,-1.4630640001187651
2020-01-08 10:15:47.000,52.55469497614007,-1.463064031266408,206.13974872064853,3.0190922983984305,True,52.554695051576175,-1.46306400013764
2020-01-08 10:15:47.100,52.554694968482934,-1.4630640313815526,201.6617666678837,2.800319163806578,True,52.55469506463037,-1.4630640002857374
2020-01-08 10:15:47.200,52.55469496266225,-1.4630640302117632,198.5797012515868,2.6378742205772703,True,52.55469507619615,-1.4630640004638962
2020-01-08 10:15:47.300,52.55469495483146,-1.4630640301944353,196.29487892799511,2.5169329106334866,True,52.55469509080568,-1.4630640006899023
2020-01-08 10:15:47.400,52.55469495521618,-1.4630640265152748,194.57227134283227,2.4277431038866557,True,52.55469509657823,-1.4630640007907691
2020-01-08 10:15:47.500,52.554694954653485,-1.4630640238006962,193.17062724523296,2.3631221009389924,True,52.55469510340601,-1.4630640009127835
2020-01-08 10:15:47.600,52.55469495401968,-1.4630640214108495,191.89590398192857,2.3173484239146585,True,52.55469511044923,-1.4630640010482427
2020-01-08 10:15:47.700,52.55469494237997,-1.463064022621532,190.9738010290774,2.285706883548187,True,52.55469513054572,-1.463064001513592
2020-01-08 10:15:47.800,52.554694937054435,-1.463064021662863,190.23434764611994,2.264206713421199,True,52.55469514517079,-1.4630640018449876
2020-01-08 10:15:47.900,52.55469493869402,-1.4630640187238304,189.58431750514737,2.2495612387645165,True,52.55469515266941,-1.463064002011115
2020-01-08 10:15:48.000,52.55469493040812,-1.4630640185673556,188.95745045832362,2.2391063501101107,True,52.554695171760685,-1.4630640024008585
2020-01-08 10:15:48.100,52.5546949253053,-1.4630640173728071,188.2921211811605,2.2308420090177226,True,52.55469518864502,-1.4630640027638795
2020-01-08 10:15:48.200,52.55469493284109,-1.4630640133632797,187.76578602492606,2.2233653530868804,True,52.55469519174234,-1.4630640028401047
2020-01-08 10:15:48.300,52.55469493111039,-1.463064011699319,187.23051112714464,2.2157257751578205,True,52.55469520465614,-1.463064003159731
2020-01-08 10:15:48.400,52.55469491936407,-1.4630640119036953,186.8291178459759,2.207400952765071,True,52.55469522973233,-1.463064003836573
2020-01-08 10:15:48.500,52.554694911319444,-1.4630640112674969,186.52903011857194,2.1981393972536774,True,52.55469525252219,-1.463064004440126
2020-01-08 10:15:48.600,52.55469490909461,-1.4630640096756544,185.95085329933883,2.187845877902973,True,52.554695269895774,-1.4630640048649453
2020-01-08 10:15:48.700,52.55469489796997,-1.4630640093895853,185.51704684630138,2.1766355099635057,True,52.554695298094096,-1.463064005772394
2020-01-08 10:15:48.800,52.554694892677055,-1.4630640080979678,185.27953431892058,2.164691437672227,True,52.55469532129602,-1.4630640066081595
2020-01-08 10:15:48.900,52.55469489694854,-1.4630640055589619,185.05461526161605,2.152206528559789,True,52.55469533412098,-1.4630640070544105
2020-01-08 10:15:49.000,52.55469489655517,-1.463064003883159,184.87836711254903,2.1393857748612373,True,52.554695351618996,-1.463064007640287
2020-01-08 10:15:49.100,52.55469490199691,-1.4630640016936995,184.64022570864614,2.126417449829191,True,52.55469536227063,-1.4630640079746005
2020-01-08 10:15:49.200,52.55469489784998,-1.463064000739015,184.450591011525,2.1134889262372036,True,52.55469538311352,-1.4630640086365587
2020-01-08 10:15:49.300,52.5546948954657,-1.463063999530947,184.1988023116652,2.100750488486962,True,52.554695402458215,-1.4630640092153515
2020-01-08 10:15:49.400,52.554694903844364,-1.4630639974436037,183.993054801487,2.0883339219102615,True,52.55469540955017,-1.4630640094274379
2020-01-08 10:15:49.500,52.5546949107102,-1.4630639957000042,183.76678052063983,2.0763483367261344,True,52.55469541694188,-1.4630640096491256
2020-01-08 10:15:49.600,52.554694912246624,-1.4630639947588069,183.42842105690394,2.06486838102099,True,52.554695429342885,-1.4630640100277905
2020-01-08 10:15:49.700,52.554694918789934,-1.463063993285825,183.31518642692185,2.0539692947058246,True,52.554695435586765,-1.463064010245965
2020-01-08 10:15:49.800,52.55469492286038,-1.4630639924608415,183.15778784883457,2.0436804465023855,True,52.5546954436095,-1.4630640105024897
2020-01-08 10:15:49.900,52.554694918719676,-1.463063992429726,182.93118906814087,2.03402261278856,True,52.55469546044508,-1.4630640110427409
2020-01-08 10:15:50.000,52.55469492035342,-1.4630639919780017,182.73192896005497,2.0250034249355524,True,52.55469547118464,-1.4630640114118358
2020-01-08 10:15:50.100,52.554694919838184,-1.46306399163896,182.4584368242175,2.0166156952160446,True,52.55469548409677,-1.463064011880042
2020-01-08 10:15:50.200,52.55469491022221,-1.4630639918850037,182.27603498626544,2.0088463859809127,True,52.55469550755967,-1.4630640128150392
2020-01-08 10:15:50.300,52.554694910255904,-1.4630639914054977,182.30407778393104,2.0016757505924083,True,52.554695521310165,-1.4630640133794146
2020-01-08 10:15:50.400,52.5546949096834,-1.4630639909930327,182.1511223048297,1.9950656582766395,True,52.55469553571329,-1.4630640139595006
